24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE
"Airport Blvd, 4200 blk - South of Wilshire Blvd",18732,17004,,,35736,11/28/2006 12:00:00 AM
"Airport Blvd, 4300 blk - South of Rowood Rd",15593,15106,,,30699,03/09/2010 12:00:00 AM
"Airport Blvd, 5000 blk - South of E. 51st St",13985,14639,,,28624,02/14/2001 12:00:00 AM
"Airport Blvd, 5300 blk - North of E. 53rd 1/2 St",13130,14474,,,27604,03/20/2001 12:00:00 AM
"Airport Blvd, 6200 blk - North of Denson Dr",12219,11230,,,23449,08/07/2001 12:00:00 AM
"Airport Blvd, 800 blk - South of Shady Ln",11360,9870,,,21230,12/01/2011 12:00:00 AM
"Airport Commerce Dr, 1600 blk - North of John Glenn Dr",628,790,,,1418,07/09/2014 12:00:00 AM
"Alameda Dr, 1400 blk - North of Milan Pl",206,154,,,360,04/11/2001 12:00:00 AM
"Albata Ave, 2500 blk - West of Dougherty St",,,135,122,257,01/23/2003 12:00:00 AM
"Alcott Ln, 2700 blk - West of Gwendolyne Ln",,,399,498,897,02/14/2013 12:00:00 AM
"Alcott Ln, 2700 blk - West of Gwendolynn Ln",,,399,498,897,02/14/2013 12:00:00 AM
"Aldrich St, (@ Airport Blvd) - East of Airport Blvd",,,3053,4690,7743,02/22/2010 12:00:00 AM
"Alexander Ave, 2100 blk - South of E. 22nd St",641,843,,,1484,10/01/2008 12:00:00 AM
"Alexandria Dr, 4200 blk - West of Washita",,,725,732,1457,02/07/2011 12:00:00 AM
"Algarita Ave, 1300 blk - West of IH35 WSR",,,353,468,821,04/26/2001 12:00:00 AM
"Allen St, 600 blk - South of Hildalgo St",327,356,,,683,09/30/2008 12:00:00 AM
"Allendale Rd, (RM2222) 2700 blk - East of Shoal Creek Blvd",,,12841,12325,25166,02/04/2002 12:00:00 AM
"Allred Dr, 2200 blk - East of Riddle Rd",,,114,45,159,01/22/2003 12:00:00 AM
"Alpine Rd East, 3600 blk - West of Willow Springs Rd",,,1615,873,2488,02/16/2010 12:00:00 AM
"Alpine Rd West, 400 blk - West of Tallison Terrace",,,719,812,1531,10/01/2007 12:00:00 AM
"Alsatia Dr, 2800 blk - West of Garrick Creek Ln",,,637,689,1326,11/18/2010 12:00:00 AM
"Alsatia Dr, 2800 blk - West of Garrick Creek Ln",,,660,706,1366,10/02/2012 12:00:00 AM
Alta Vista Ave 1100 Blk - North of Rutherford Pl,108,132,,,240,04/26/2001 12:00:00 AM
"Alta Vista Ave, 2000 blk - North of Algarita Ave",417,49,,,466,01/27/2003 12:00:00 AM
"Alta Vista Ave, 2100 blk - North of East Live Oak St",537,61,,,598,01/27/2003 12:00:00 AM
"Alum Rock Dr, 7800 blk - South of Colton-Bluff Springs Rd",1371,1213,,,2584,01/07/2004 12:00:00 AM
"Alvin Devane Blvd, 2800 blk - South of E. Oltorf St",3163,,,,3163,04/11/2005 12:00:00 AM
"Aly May Dr, 10000 blk - South of Tillerfield Dr",158,210,,,368,03/18/2014 12:00:00 AM
"Amberly Place, 6200 blk - East of Rain Creek Pkwy",,,96,93,189,09/26/2012 12:00:00 AM
"Amherst Dr, 12000 blk - North of Duval Rd",5754,4821,,,10575,08/25/2003 12:00:00 AM
"Amherst Dr, 12000 blk - North of Eton Ln",5425,4868,,,10293,10/16/2008 12:00:00 AM
"Amherst Dr, 12100 blk - South of Mosely Ln",5133,3689,,,8822,04/19/2004 12:00:00 AM
"Amherst Dr, 12100 blk - South of Mosely Ln",4847,3774,,,8621,08/25/2003 12:00:00 AM
"Amherst Dr, 12200 blk - North of Mosely Ln",4274,3828,,,8102,10/16/2008 12:00:00 AM
"Amherst Dr, 12200 blk - North of Mosely Ln",4546,3578,,,8124,08/25/2003 12:00:00 AM
"Amherst Dr, 12300 blk - South of Gable Dr",4709,3719,,,8428,08/25/2003 12:00:00 AM
"Amherst Dr, 12500 blk - North of Adelphi LN",4987,4274,,,9261,10/16/2008 12:00:00 AM
"Anderson Ln West, 1800 blk - East of Mullen Dr",,,9617,9812,19429,02/22/2005 12:00:00 AM
"Anderson Ln West, 2700 blk - West of Northcross Dr",,,13864,13966,27830,07/27/2005 12:00:00 AM
"Anderson Ln West, 2700 blk - West of Northcross Dr",,,12822,13267,26089,02/22/2005 12:00:00 AM
"Anderson Mill Rd, 10250 blk - East of Olson",,,12455,11200,23655,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 10430 blk - East of Spicewood Pkwy",,,11486,11234,22720,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 10680 blk - East of Taterwood",,,13549,12863,26412,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 11000 blk - East of Randy Rd",,,13017,12501,25518,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 11100 blk - East of Starview",,,13023,12341,25364,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 11360 blk - West of Bristle Oak",,,12915,12183,25098,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 11600 blk - West of Fence Post",,,13103,11643,24746,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 9400 blk - West of Pond Springs Rd",,,9373,8834,18207,09/28/2004 12:00:00 AM
"Anderson Mill Rd, 9400 blk - West of Pond Springs Rd",,,4089,5288,9377,02/14/2002 12:00:00 AM
"Anderson Mill Rd, 9500 blk - East of US 183",,,9366,8805,18171,09/28/2004 12:00:00 AM
"Anderson Mill Rd, 9500 blk - East of US 183",,,3692,4370,8062,02/14/2001 12:00:00 AM
"Anderson Mill Rd, 9700 blk - West of US 183",,,14797,15304,30101,04/14/2009 12:00:00 AM
"Anderson Mill Rd, 9900 blk - East of Swallow Dr",,,14284,14178,28462,04/14/2009 12:00:00 AM
"Angelina Street, 1100 blk - North of East 11th Street",408,697,,,1105,09/20/2012 12:00:00 AM
"Angus Rd, 11700 blk - South of Thunder Creek Rd",977,1573,,,2550,01/06/2004 12:00:00 AM
"Angus Rd, 11800 blk - South of Duval Rd",1011,1869,,,2880,01/06/2004 12:00:00 AM
"Angus Rd, 11800 blk - South of Duval Rd",1181,2105,,,3286,10/23/2002 12:00:00 AM
"Angus Rd, 11900 blk - South of Bull Run",303,215,,,518,10/23/2002 12:00:00 AM
"Ann Arbor Ave, 2000 blk - South of Rundell Place            1-way NB",347,n/a,,,347,03/01/2005 12:00:00 AM
"Ann Arbor Ave, 2400 blk - North of Montclaire St",227,129,,,356,05/09/2005 12:00:00 AM
"Ann Arbor Ave, 2500 blk - South of Montclaire St",98,55,,,153,05/09/2005 12:00:00 AM
"Annie St West, 300 blk - West of Newton ST",,,997,1243,2240,10/03/2007 12:00:00 AM
"Antelope Run, 10500 blk - South of Raspberry Cove",46,72,,,118,09/16/2013 12:00:00 AM
"Antelope Run,10500 blk - South of Raspberry Cove",46,72,,,118,09/16/2013 12:00:00 AM
"Antone St, - (@ Airport Blvd) - East of Airport Blvd",,,292,488,780,02/22/2010 12:00:00 AM
"Antone St, 2000 blk - South of Cal Rodgers St",408,301,,,709,02/13/2012 12:00:00 AM
"Apple Orchard, 5300 blk - East of Cottonwood St",,,59,53,112,05/06/2013 12:00:00 AM
"Applegate East, 1000 blk - West of Walnut Bend",,,481,49,530,02/13/2013 12:00:00 AM
"Applegate East, 1000 blk - West of Walnut Bend Dr",,,481,409,890,02/13/2013 12:00:00 AM
"Applegate Street East, 200 blk - East of Georgian Drive",,,653,422,1075,09/12/2012 12:00:00 AM
"Apricot Glen Dr, 2000 blk - South of Wychwood Dr",177,172,,,349,02/29/2012 12:00:00 AM
"Arabian Trl, 11800 blk - North of Jollyville Rd",62,67,,,129,05/17/2010 12:00:00 AM
"Arbor Downs Rd, 11800 blk - North of Yandall Dr",94,102,,,196,02/17/2004 12:00:00 AM
"Arbor Downs Rd, 11900 blk - South of Yandall Dr",109,73,,,182,02/17/2004 12:00:00 AM
"Arch Terrace, 11100 blk - South of Topridge Dr",31,26,,,57,01/09/2003 12:00:00 AM
"Ardath St, 7000 blk - North of Ellise Ave",24,27,,,51,02/04/2003 12:00:00 AM
"Ardenwood Rd, 1100 blk - East of IH35 ESR",,,529,198,727,04/05/2004 12:00:00 AM
"Ardenwood Rd, 1300 blk - East of Wildwood Dr",,,145,183,328,11/08/2004 12:00:00 AM
"Armaga Springs Rd, 13300 blk - North of Magazine St",46,44,,,90,01/16/2008 12:00:00 AM
"Arpdale St, 2000 blk - East of Ann Arbor Ave",,,332,239,571,08/26/2010 12:00:00 AM
"Arpdale St, 2100 blk - West of Ann Arbor Ave",,,251,202,453,08/26/2010 12:00:00 AM
"Arpdale St, 2200 blk - West of Paramount Ave",,,187,181,368,08/26/2010 12:00:00 AM
"Arroyo Seco, 6600 blk - North of Brentwood St",879,648,,,1527,01/28/2003 12:00:00 AM
"Arroyo Seco, 6800 blk - South of Justin Ln",977,768,,,1745,01/28/2003 12:00:00 AM
"Arroyo Seco, 7000 blk - North of Cullen Ave",784,638,,,1422,03/28/2008 12:00:00 AM
"Arthur Stiles Rd, 1000 blk - North of Mayhall Dr",608,322,,,930,02/17/2004 12:00:00 AM
"Asa Dr, 6300 blk - West of Salt Springs Dr",,,775,479,1254,08/24/2004 12:00:00 AM
"Ashby Ave, 1800 blk - West of Garner Ave",,,509,406,915,04/10/2002 12:00:00 AM
"Ashdale Dr, 2500 blk - East of Pinedale Cove",,,598,820,1418,04/11/2007 12:00:00 AM
"Ashdale Dr, 2600 blk - East of Logwood",,,582,743,1325,08/02/2010 12:00:00 AM
"Ashdale Dr, 2600 blk - East of Logwood",,,583,769,1352,04/11/2007 12:00:00 AM
"Ashdale Dr, 2600 blk - West of Parkdale Dr",,,584,797,1381,02/21/2012 12:00:00 AM
"Ashton Ridge Dr, 9400 blk - West of Keystone Bend",,,794,940,1734,11/17/2014 12:00:00 AM
"Ashton Ridge, 9200 blk - West of Scotland Well",,,985,1260,2245,08/22/2005 12:00:00 AM
"Ashton Ridge, 9200 blk - West of Scotland Well",,,1235,1108,2343,05/31/2005 12:00:00 AM
"Ashton Ridge, 9300 blk - West of Keystone Bend",,,782,897,1679,03/01/2012 12:00:00 AM
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,721,1004,1725,08/22/2005 12:00:00 AM
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1041,801,1842,06/02/2005 12:00:00 AM
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1516,2043,3559,05/07/2002 12:00:00 AM
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1617,1804,3421,02/14/2001 12:00:00 AM
"Ashwood Rd, 1500 blk - East of Maplewood Ave",,,246,138,384,05/03/2004 12:00:00 AM
"Asmara Dr, 8200 blk - North of Asmara Court",144,148,,,292,09/22/2003 12:00:00 AM
"Aspen Creek Pkwy, 3700 blk, East of Wolftrap Dr",,,567,665,1232,03/31/2011 12:00:00 AM
"Aspendale Dr, 12000 blk - North of Dorsett Rd",452,263,,,715,01/26/2004 12:00:00 AM
"Aspendale Dr, 12000 blk - North of Duval Rd",2153,1701,,,3854,01/26/2004 12:00:00 AM
"Austin Park Ln, 11400 blk - North of Braker LN",554,491,,,1045,03/19/2003 12:00:00 AM
"Austin Park Ln, 11500 blk - North of Northbend Dr",635,574,,,1209,04/09/2003 12:00:00 AM
"Austin Park Ln, 11700 blk - North of Minda Dr",573,569,,,1142,03/19/2003 12:00:00 AM
"Austin Woods Dr, 3900 blk - West of Tallwood Dr",,,173,162,335,11/30/2004 12:00:00 AM
"Avenue C, 5700 blk - South of Chesterfield Ave",26,38,,,64,03/10/2010 12:00:00 AM
"Avenue D, 5700 blk - South of Chesterfield Ave",51,47,,,98,03/10/2010 12:00:00 AM
"Avenue F, 4300 blk - North of E. 43rd St",209,273,,,482,09/07/2005 12:00:00 AM
"Avenue F, 4400 blk - North of E. 44th St",351,450,,,801,09/07/2005 12:00:00 AM
"Avenue F, 4600 blk - North of E. 46th St",310,450,,,760,01/29/2001 12:00:00 AM
"Avenue F, 5800 blk - North of Koenig Ln (RM 2222)",201,183,,,384,03/11/2010 12:00:00 AM
"Avenue G, 4300 blk - North of E. 43rd St",146,119,,,265,09/07/2005 12:00:00 AM
"Avenue G, 5800 blk - South of Skyview Rd",64,96,,,160,03/11/2010 12:00:00 AM
"Avenue H, 3900 blk - South of E. 40th St",201,168,,,369,03/22/2005 12:00:00 AM
"Avenue H, 4000 blk - North of E. 40th St",217,246,,,463,03/22/2005 12:00:00 AM
"Avenue H, 4300 blk - North of E. 43rd St",227,260,,,487,03/22/2005 12:00:00 AM
"Avenue N, 2300 blk - West of Pansy Trl",,,624,498,1122,01/14/2008 12:00:00 AM
"Avery Ranch Blvd, 11300 blk - East of US 183-A",,,4609,4113,8722,08/14/2007 12:00:00 AM
"Avery Ranch Blvd, 12100 blk - West of Near About Rd",,,4452,3915,8367,07/31/2007 12:00:00 AM
"Avery Ranch Blvd, 13600 blk - West of Staked Plains Dr",,,33,39,72,03/09/2005 12:00:00 AM
"Avery Ranch Blvd, 13800 blk - West of Staked Plains Dr",,,4452,3915,8367,07/31/2007 12:00:00 AM
"Avery Ranch Blvd, 13800 blk - West of Staked Plains Dr",,,68,34,102,03/09/2005 12:00:00 AM
"Avery Ranch Blvd, 14000 blk - West of Staked Plains Dr",,,4369,3903,8272,07/31/2007 12:00:00 AM
"Avery Ranch Blvd, 14000 blk - West of Staked Plains Dr",,,72,85,157,03/09/2005 12:00:00 AM
"Avery Ranch Blvd, 14100 blk - East of Staked Plains Dr",,,4144,4768,8912,07/31/2007 12:00:00 AM
"Avery Ranch Blvd, 14100 blk - East of Staked Plains Dr",,,1183,1201,2384,03/09/2005 12:00:00 AM
"Avery Ranch Blvd, 14400 blk - West of Quarry  Oaks Trl",,,4146,4742,8888,07/31/2007 12:00:00 AM
"Avery Ranch Blvd, 14400 blk - West of Quarry  Oaks Trl",,,1345,1348,2693,03/09/2005 12:00:00 AM
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,4156,4770,8926,07/31/2007 12:00:00 AM
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,1821,1868,3689,03/09/2005 12:00:00 AM
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,684,736,1420,02/03/2003 12:00:00 AM
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,5165,4475,9640,07/31/2007 12:00:00 AM
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,2643,2619,5262,03/09/2005 12:00:00 AM
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,1406,1414,2820,02/03/2003 12:00:00 AM
"Avery Ranch Blvd, 15100 blk - East of Parmer Ln",,,8066,8083,16149,09/18/2008 12:00:00 AM
"Avery Ranch Blvd, 15100 blk - East of Parmer Ln",,,3957,3731,7688,10/02/2003 12:00:00 AM
"Avery Ranch Blvd, 15300 blk - East of Avery Club",,,7461,7418,14879,09/18/2008 12:00:00 AM
"Avery Ranch Blvd, 15500 blk - East of Roy Butler Dr",,,3426,3077,6503,10/02/2003 12:00:00 AM
"Avery Ranch Blvd, 15700 blk - East of Whitney Bay Dr",,,5621,5465,11086,09/18/2008 12:00:00 AM
"Avery Ranch Blvd, 15700 blk - East of Whitney Bay Dr",,,2489,2633,5122,10/02/2003 12:00:00 AM
"Avery Ranch Blvd, 16400 blk - East of Meyrick Park Trail",,,4483,4338,8821,09/18/2008 12:00:00 AM
"Avery Ranch Blvd, 16400 blk - East of Meyrick Park Trail",,,2875,2378,5253,10/02/2003 12:00:00 AM
"Aylesbury Ln, 2600 blk - West of Seminary Ridge Dr",,,25,260,285,02/28/2013 12:00:00 AM
"Azalea Blossom, 3300 blk - East of Brodie Springs Trl",,,108,105,213,09/16/2013 12:00:00 AM
"Azalea Blossom, 3300 blk - East of Brodie Springs Trl",,,108,105,213,09/16/2013 12:00:00 AM
"Backtrail Dr, 4900 blk - East of Cedro Trail",,,1367,1366,2733,04/19/2005 12:00:00 AM
"Backtrail Dr, 5200 blk - South of Lemonwood Dr",690,651,,,1341,10/29/2008 12:00:00 AM
"Backtrail Dr, 5300 blk - North of Lemonwood Dr",250,305,,,555,10/29/2008 12:00:00 AM
"Balcones Club Dr, 8500 blk - North of Four Iron Dr",2766,1365,,,4131,06/18/2003 12:00:00 AM
"Balcones Club Dr, 8600 blk - West of Four Iron Dr",,,1989,3667,5656,06/18/2003 12:00:00 AM
"Balcones Club Dr, 8700 blk - East of Crest Ridge Circle",,,999,1621,2620,06/10/2008 12:00:00 AM
"Balcones Club Dr, 8800 blk - East of Crest Ridge Circle",,,1050,1960,3010,04/04/2006 12:00:00 AM
"Balcones Club Dr, 8900 blk - South of Brookwood Dr",1874,1028,,,2902,04/04/2006 12:00:00 AM
"Balcones Club Dr, 9000 blk - South of Cedar Crest Dr",2550,1504,,,4054,11/24/2003 12:00:00 AM
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",749,804,,,1553,06/10/2008 12:00:00 AM
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",701,698,,,1399,04/04/2006 12:00:00 AM
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",779,576,,,1355,11/24/2003 12:00:00 AM
"Balcones Dr, 3700 blk - North of W. 35th St",2557,2434,,,4991,03/30/2005 12:00:00 AM
"Balcones Dr, 4300 blk - South of Shinoak Dr",2336,2333,,,4669,04/15/2014 12:00:00 AM
"Balcones Dr, 4800 blk - North of Perry Ln",2557,2424,,,4981,03/30/2005 12:00:00 AM
"Balcones Dr, 5200 blk - North of Hancock Dr",6281,5768,,,12049,04/04/2005 12:00:00 AM
"Balcones Dr, 5700 blk, North of RM 2222",5817,5043,,,10860,05/05/2011 12:00:00 AM
"Banister Ln, 1000 blk - at the Railroad Tracks",,,2132,2686,4818,11/02/2009 12:00:00 AM
"Banister Ln, 4400 blk - South of Casey St",929,988,,,1917,10/02/2007 12:00:00 AM
"Banister Ln, 4600 blk - North of Arden Dr",112,124,,,236,02/12/2008 12:00:00 AM
"Bannockburn Dr, 3700 blk - East of Raeburn St",,,339,698,1037,02/27/2014 12:00:00 AM
"Banton Rd, 3400 blk - North of Manor Rd",177,145,,,322,03/29/2004 12:00:00 AM
"Barbara Jordan, (East of IH 35 East Service Road) ",,,7304,2340,9644,02/22/2010 12:00:00 AM
"Barbara St, 1900 blk - East of Hardy Dr",,,94,96,190,07/21/2010 12:00:00 AM
"Barbara St, 2000 blk - West of Hardy Dr",,,112,177,289,07/21/2010 12:00:00 AM
"Barge St, 1900 blk - East of Manchaca Rd",,,147,170,317,02/19/2013 12:00:00 AM
"Barge St, 1900 blk - East of Manchaca Rd",,,147,170,317,02/19/2013 12:00:00 AM
"Barrington Way, 11700 blk - East of Danwood Dr",,,2926,2896,5822,11/24/2003 12:00:00 AM
"Barrington Way, 11800 blk - East of Parliament Place",,,2498,4238,6736,07/26/2004 12:00:00 AM
"Barrington Way, 11800 blk - West of Parliament Place",,,2676,2421,5097,07/26/2004 12:00:00 AM
"Barton Blvd, 600 blk - North of Linscomb Ave                    1-way SB",n/a,196,,,196,04/08/2002 12:00:00 AM
"Barton Hills Dr, 1100 blk - East of Hollow Creek Dr",,,2453,2287,4740,10/07/2002 12:00:00 AM
"Barton Hills Dr, 1700 blk - North of Ridgeview Dr",1952,1843,,,3795,10/07/2002 12:00:00 AM
"Barton Hills Dr, 2100 blk - East of Barton Skyway",,,1037,998,2035,01/27/2003 12:00:00 AM
"Barton Hills Dr, 2100 blk - East of Barton Skyway",,,1653,1660,3313,10/08/2002 12:00:00 AM
"Barton Skyway, 2300 blk - South of Westhill",3018,3042,,,6060,10/07/2002 12:00:00 AM
"Barton Skyway, 2500 blk - North of Oakhaven Dr",2233,2219,,,4452,10/07/2002 12:00:00 AM
"Barton Skyway, 2700 blk - North of Rock Terrace",1773,1773,,,3546,10/07/2002 12:00:00 AM
"Barton Springs Rd, 1100 blk - East of Lee Barton Dr",,,10973,14512,25485,10/19/2007 12:00:00 AM
"Barton Springs Rd, 1100 blk - East of Lee Barton Dr",,,14177,14627,28804,06/05/2007 12:00:00 AM
"Barton Springs Rd, 1400 blk - West of S. Lamar Blvd",during rd. construction,,11272,11218,22490,10/02/2002 12:00:00 AM
"Barton Springs Rd, 1600 blk - West of Kinney Ave",,,13770,14603,28373,06/23/2005 12:00:00 AM
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",,,10956,11303,22259,01/31/2011 12:00:00 AM
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",,,10899,11107,22006,03/02/2009 12:00:00 AM
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",during rd. construction,,10791,11515,22306,10/02/2002 12:00:00 AM
"Barton Springs Rd, 800 blk - East of Bouldin Ave",,,12772,11790,24562,06/27/2005 12:00:00 AM
"Barton Springs Rd, 900 blk - West of Bouldin Ave",,,12439,11380,23819,10/06/2011 12:00:00 AM
"Battle Bend Blvd, 400 blk - East of Chihuahua (East)",,,670,314,984,10/29/2014 12:00:00 AM
"Battle Bend Blvd, 500 blk - East of Chihuahua",,,663,648,1311,10/04/2012 12:00:00 AM
"Battle Bridge Rd, 12000 blk - East of Buckingham Gate Rd",,,117,109,226,04/05/2005 12:00:00 AM
"Battle Bridge Rd, 12100 blk - West of Buckingham Gate Rd",,,51,72,123,04/05/2005 12:00:00 AM
"BaxterDr, 2600 blk - West of Berkett Dr",,,97,164,261,09/17/2007 12:00:00 AM
"Baylor St, 600 blk - North of W. 6th St",305,525,,,830,01/24/2001 12:00:00 AM
Beauford Dr 7000 blk- West of Quill Leaf Cv,,,1512,1260,2772,02/01/2012 12:00:00 AM
"Beaver Creek Dr, 4700 blk - Wast of Blackhawk Dr",,,72,80,152,10/07/2013 12:00:00 AM
"Beaver Creek Dr, 4700 blk - West of Blackhawk Dr",,,72,80,152,10/07/2013 12:00:00 AM
"Beaver St, 200 blk - East of Guadalupe St",,,764,577,1341,10/07/2013 12:00:00 AM
"Beaver St, 200 blk - East of Guadalupe St",,,764,577,1341,10/07/2013 12:00:00 AM
"Beckett Rd, 7900 blk - North of Park Entrance",1749,1844,,,3593,06/06/2002 12:00:00 AM
"Beckett Rd, 8200 blk - North of New Horizon",1225,1334,,,2559,06/06/2002 12:00:00 AM
"Beckett Rd, 8400 blk - South of New Horizon",885,1015,,,1900,06/06/2002 12:00:00 AM
"Beckett Rd, 8700 blk - North of Davis Ln",1476,1366,,,2842,09/21/2004 12:00:00 AM
"Beckett Rd, 8700 blk - North of Davis Ln",889,901,,,1790,09/02/2003 12:00:00 AM
"Beckett Rd, 8800 blk - South of Davis Ln",1652,1551,,,3203,09/21/2004 12:00:00 AM
"Beckett Rd, 9100 blk - North of W. Slaughter Ln.",1450,1315,,,2765,01/30/2006 12:00:00 AM
"Beckett Rd, 9100 blk - South of Taylor Crest Dr",687,713,,,1400,02/25/2004 12:00:00 AM
"Beckett Rd, 9200 blk - South of Sunny Vista Dr",706,747,,,1453,02/25/2004 12:00:00 AM
"Beech Dr, 8400 blk - North of Brookfield Dr",335,383,,,718,05/18/2010 12:00:00 AM
"Beech Dr, 8400 blk - North of Brookfield Dr",325,395,,,720,10/10/2013 12:00:00 AM
"Beech Dr, 8400 blk - North of Brookfield Dr",325,395,,,720,10/10/2013 12:00:00 AM
"Beech Dr, 8400 blk - South of Brookfield Dr",366,466,,,832,08/20/2008 12:00:00 AM
"Belfast Dr, 5500 blk - North of Corona Dr",101,94,,,195,04/08/2003 12:00:00 AM
"Belfast Dr, 5600 blk - North of Larkwood Dr",80,93,,,173,04/08/2003 12:00:00 AM
"Belfast Dr, 5700 blk - North of Ridgehaven Dr",61,97,,,158,01/13/2009 12:00:00 AM
"Belfast Dr, 5800 blk - North of Northridge Dr",127,150,,,277,01/13/2009 12:00:00 AM
"Bellows Falls Ave, 11300 blk - South of Balfour Falls Ln",803,751,,,1554,11/18/2010 12:00:00 AM
"Bellvue Ave, 4200 blk - South of West 43rd St",113,128,,,241,10/16/2007 12:00:00 AM
"Bellvue Ave, 4300 blk - North of West 43rd St",129,137,,,266,10/16/2007 12:00:00 AM
"Bellvue Ave, 4400 blk - North of West 44th St",162,165,,,327,10/16/2007 12:00:00 AM
