Contract ID #,Name,Developer/Owner,Unit Type,Development Program,Address,Zip Code,Council District,Contact Phone Number,Contact E-mail,Own/Rent,Total Units,Total Affordable Units,Status,Affordability Period Start Date,Affordability Period Start Year,Affordabilty Period,Affordability Period Expiration Date,Units at 30% MFI,Units at 40% MFI,Units at 50% MFI,Units at 60% MFI,Units at 65% MFI ,Units at 80% MFI,Market Rate Units,City Funding Amount,Approx. % of Funds Leveraged,Location 1,Lat,Long
202,Regents at 26th,CWS Apartment Homes,Multifamily,UNO,900 W 26th Street,78705,9,512-253-4807,,Rent,139,14,Completed,9/17/13,2013,15,9/17/28,0,0,0,0,0,14,125,N/A,N/A,"900 W 26th Street(30.29099695188, -97.7464944873157)",30.290996951880000000000000000000,-97.74649449
203,Regents at 24th,CWS Apartment Homes,Multifamily,UNO,2401 San Gabriel Street,78705,9,512-298-4875,,Rent,93,9,Completed,10/25/13,2013,40,10/25/53,0,0,0,0,0,9,84,N/A,N/A,"2401 San Gabriel Street(30.2884212444376, -97.7474561212131)",30.28842124,-97.74745612
204,Villas on 26th,UNK,Multifamily,UNO,800 W 26th Street,78705,9,512-474-2600,,Rent,49,5,Completed,12/29/14,2014,40,12/29/54,0,0,0,0,0,5,44,N/A,N/A,"800 W 26th Street(30.2909573960403, -97.7455650474619)",30.2909574,-97.74556505
205,Texan 26th,Ely Properties,Multifamily,UNO,1009 W 26th Street,78705,9,512-476-1976,,Rent,206,21,Completed,3/5/15,2015,40,3/5/55,0,0,0,21,0,0,185,N/A,N/A,"1009 W 26th Street(30.2905892714381, -97.7481752993404)",30.29058927,-97.7481753
206,Crest at Pearl,Greystar,Multifamily,UNO,706 Martin Luther King Jr Bouelvard,78705,9,512-482-3400,,Rent,142,28,Completed,11/3/14,2014,40,11/3/54,0,0,14,0,0,14,114,N/A,N/A,"706 Martin Luther King Jr Bouelvard(30.2832964183937, -97.746183194574)",30.28329642,-97.746183194574000000000000000000
207,MLK at Rio Grande,UNK,Multifamily,UNO,1901 Rio Grande Street,78705,9,,,Rent,122,12,In Progress,,UNK,40,,0,0,0,0,0,12,110,N/A,N/A,"1901 Rio Grande Street(30.2828530414707, -97.7449290577006)",30.28285304,-97.74492906
208,UCC-Schutze,UNK,Multifamily,UNO,915 W 22nd Street,78705,9,,,Rent,32,3,In Progress,,UNK,40,,0,0,0,0,0,3,29,N/A,N/A,"915 W 22nd Street(30.2852399837824, -97.7479089606178)",30.28523998,-97.74790896
209,The Corner,UNK,Multifamily,UNO,2500 San Gabriel Street,78705,9,,,Rent,207,21,In Progress,,UNK,40,,0,0,0,21,0,0,186,N/A,N/A,"2500 San Gabriel Street(30.2894751790789, -97.7478311696586)",30.28947518,-97.74783117
210,UH 2100 San Antonio,UNK,Multifamily,UNO,2100 San Antonio Street,78705,9,,,Rent,177,38,In Progress,,UNK,40,,0,0,0,38,0,0,139,N/A,N/A,"2100 San Antonio Street(30.2841853592788, -97.7431252465542)",30.28418536,-97.74312525
231,Chicon Corridor SE,Chestnut Neighborhood Revitalization Corporation,Single Family,VMU,1301 Chicon Street,78702,1,,,Rent,13,1,In Progress,,UNK,40,,0,0,0,0,0,1,12,N/A,N/A,"1301 Chicon Street(30.2749403727704, -97.7198438572901)",30.27494037,-97.71984386
232,Chicon Corridor NE,Chestnut Neighborhood Revitalization Corporation,Single Family,VMU,1309 Chicon Street,78702,1,,,Rent,15,2,In Progress,,UNK,40,,0,0,0,0,0,2,13,N/A,N/A,"1309 Chicon Street(30.275589554849, -97.7200040846922)",30.275589554849000000000000000000,-97.72000408
211,507 W,507 W LLC,Multifamily,UNO,2211 Nueces Street,78705,9,,,Rent,378,,In Progress,,UNK,40,,,,,,,,,N/A,N/A,"2211 Nueces Street(30.2861941679053, -97.7435409134111)",30.28619417,-97.74354091
212,Texas Alpha House,UNK,Multifamily,UNO,2501 Nueces Street,78705,9,,,Rent,17,2,In Progress,,UNK,40,,0,0,0,2,0,0,15,N/A,N/A,"2501 Nueces Street(30.2893207610882, -97.7427748148446)",30.28932076,-97.74277481
213,Villas on San Gabriel II,UNK,Multifamily,UNO,2410 San Gabriel Street,78705,9,,,Rent,92,9,In Progress,,UNK,40,,0,0,0,9,0,0,83,N/A,,"2410 San Gabriel Street(30.2888435785374, -97.7478919302532)",30.28884358,-97.74789193
214,Legacy at The Lake,Windsor Communities,Multifamily,RAINEY,43 Rainey Street,78721,9,512-598-0875,,Rent,187,9,Completed,2/25/09,2009,,,0,0,0,0,0,9,178,N/A,N/A,"43 Rainey Street(30.2559985511848, -97.7394814050714)",30.25599855,-97.73948141
215,70 Rainey Street,70 Rainey LP,Multifamily,RAINEY,70 Rainey Street,78721,9,,,Rent,197,10,In Progress,,UNK,,,0,0,0,0,0,10,187,N/A,N/A,"70 Rainey Street(30.2583934293919, -97.739040841415)",30.25839343,-97.739040841415000000000000000000
216,Millenium,Austin Rainey LLC,Multifamily,RAINEY,91 Rainey Street,78721,9,,,Rent,326,16,In Progress,,UNK,,,0,0,0,0,0,16,310,N/A,N/A,"91 Rainey Street(30.260205393494, -97.7379291980952)",30.260205393494000000000000000000,-97.7379292
217,Skyhouse,NGI-AU Skyhouse LLC,Multifamily,RAINEY,51 Rainey Street,78721,9,888-988-1959,,Rent,320,16,Completed,8/25/14,2014,,,0,0,0,0,0,16,304,N/A,N/A,"51 Rainey Street(30.2568064235957, -97.7391737753923)",30.25680642,-97.73917378
218,5350 Amli,Amli Residential,Multifamily,VMU,5350 Burnet Road,78756,7,512-458-5350,,Rent,174,9,Completed,6/17/10,2010,40,6/17/50,0,0,0,0,0,9,165,N/A,N/A,"5350 Burnet Road(30.3275821884508, -97.7404500075392)",30.32758219,-97.74045001
219,Uptown Lofts,UNK,Multifamily,VMU,5117 N Lamar Boulevard,78751,9,,,Rent,23,2,Completed,8/19/11,2011,40,8/19/51,0,0,0,0,0,2,21,N/A,N/A,"5117 N Lamar Boulevard(30.3193518296524, -97.7301366977258)",30.31935183,-97.7301367
220,Post S Lamar,Post Properties,Multifamily,VMU,1500 S Lamar Boulevard,78704,5,844-553-1044,,Rent,298,30,Completed,8/3/13,2013,40,8/3/53,0,0,0,0,0,30,268,N/A,N/A,"1500 S Lamar Boulevard(30.2525581684323, -97.7645254841521)",30.25255817,-97.76452548
221,Hanover  South Lamar,The Hanover Company,Multifamily,VMU,809 S Lamar Boulevard,78704,5,512-445-9000,,Rent,340,12,In Progress,,UNK,40,,0,0,0,12,0,0,328,N/A,N/A,"809 S Lamar Boulevard(30.2572608624833, -97.7601725143492)",30.25726086,-97.76017251
222,The 704,Lincoln Property Company,Multifamily,VMU,3103 S Lamar Boulevard,78704,5,,,Rent,378,38,Completed,12/29/14,2014,40,12/29/54,0,0,0,38,0,0,340,N/A,N/A,"3103 S Lamar Boulevard(30.2416130700261, -97.7847096867993)",30.24161307,-97.78470969
223,S Lamar Plaza,Stream Realty,Multifamily,VMU,1000 S Lamar Boulevard,78704,5,,,Rent,441,44,In Progress,,UNK,40,,0,0,0,44,0,0,397,N/A,N/A,"1000 S Lamar Boulevard(30.2559820527283, -97.7618567455551)",30.25598205,-97.76185675
224,Camden Lamar Heights,Camden Property Trust,Multifamily,VMU,5400 N Lamar Boulevard,78756,7,855-847-6727,,Rent,314,31,Completed,3/4/15,2015,40,3/4/55,0,0,0,0,0,31,280,N/A,N/A,"5400 N Lamar Boulevard(30.3221231908405, -97.7293680099328)",30.32212319,-97.72936801
225,Gibson Residences,Ardent Residential,Multifamily,VMU,1219 S Lamar Boulevard,78704,5,512-326-9000,,Rent,95,10,Completed,8/13/14,2014,40,8/13/54,0,0,0,10,0,0,85,N/A,N/A,"1219 S Lamar Boulevard(30.2540894703905, -97.7622667885446)",30.25408947,-97.76226679
226,Ardent Residential,Ardent Residential,Multifamily,VMU,5453 Burnet Road,78756,7,512-410-0579,,Rent,180,10,Completed,11/19/14,2014,40,11/19/54,0,0,0,10,0,0,170,N/A,N/A,"5453 Burnet Road(30.3301222027644, -97.7395692871635)",30.3301222,-97.73956929
227,Oak Meadows,Cypress Real Estate,Multifamily,VMU,3715 S 1st Street,78704,3,512-557-4504,,Rent,336,34,Completed,10/23/14,2014,40,10/23/54,0,0,0,0,0,34,302,N/A,N/A,"3715 S 1st Street(30.2289841389543, -97.767314651984)",30.22898414,-97.767314651984000000000000000000
228,Post S Lamar 2,Post Properties,Multifamily,VMU,1414 S Lamar Boulevard,78704,5,,,Rent,350,35,In Progress,,UNK,40,,0,0,0,35,0,0,315,N/A,N/A,"1414 S Lamar Boulevard(30.2529251388769, -97.7638415274829)",30.25292514,-97.76384153
229,7EAST,Ardent Residential,Multifamily,VMU,2025 E 7th Street,78702,3,,,Rent,177,18,In Progress,,UNK,40,,0,0,0,0,0,18,159,N/A,N/A,"2025 E 7th Street(30.2615670180304, -97.7194720175522)",30.26156702,-97.71947202
230,Burnet Market Place,Llano Residential LP,Multifamily,VMU,6701 Burnet Road,78757,7,,,Rent,344,34,In Progress,,UNK,40,,0,0,0,34,0,0,310,N/A,N/A,"6701 Burnet Road(30.3426431307462, -97.7380030846538)",30.34264313,-97.73800308
233,3110 S Congress,3110 S Congress LLC,Multifamily,VMU,3110 S Congress Boulevard,78704,3,,,Rent,20,2,In Progress,,UNK,40,,0,0,0,20,0,0,18,N/A,N/A,"3110 S Congress Boulevard(30.2314421424777, -97.7594706378088)",30.23144214,-97.75947064
234,Cielo South Lamar,Lamar Manchaca Residential LP,Multifamily,VMU,2717 S Lamar Boulevard,78704,5,512-566-7020,,Rent,357,36,In Progress,,UNK,40,,0,0,0,0,0,36,321,N/A,N/A,"2717 S Lamar Boulevard(30.2441179932114, -97.781071602873)",30.24411799,-97.781071602873000000000000000000
235,6444 Burnet Road,6444 Burnet Road LLC,Multifamily,VMU,6444 Burnet Road,78757,7,,,Rent,38,4,In Progress,,UNK,40,,0,0,0,0,0,4,34,N/A,N/A,"6444 Burnet Road(30.340775386699, -97.739213889147)",30.340775386699000000000000000000,-97.739213889147000000000000000000
236,Lamar at North Loop,Madrone Ventures LLC,Multifamily,VMU,5210 N Lamar  Boulevard,78756,7,,,Rent,209,21,In Progress,,UNK,40,,0,0,0,21,0,0,188,N/A,N/A,"5210 N Lamar Boulevard(30.3202557149923, -97.7302029453566)",30.32025571,-97.73020295
237,Alexan East 6th Street,AE6 Apartments LLC,Multifamily,VMU,2400 E 6th Street,78702,3,,,Rent,208,21,In Progress,,UNK,40,,0,0,0,0,0,21,187,N/A,N/A,"2400 E 6th Street(30.2596982820815, -97.7157063633958)",30.25969828,-97.71570636
239,East 4th Street Apartments,JCI Residential,Multifamily,TOD,1401 E 4th Street,78702,3,,,Rent,27,3,Completed,8/27/14,2014,40,8/27/54,0,0,0,3,0,0,24,N/A,N/A,"1401 E 4th Street(30.2616192174149, -97.7292444453369)",30.26161922,-97.72924445
240,Saltillo Station,Flournoy Development,Multifamily,TOD,1700 E 4th Street,78702,3,,,Rent,334,51,In Progress,,UNK,40,,0,0,51,0,0,0,283,N/A,N/A,"1700 E 4th Street(30.2608518241264, -97.7251428867645)",30.26085182,-97.72514289
241,607 West St. Johns,UNK,Multifamily,TOD,607 W St Johns Avenue,78752,4,,,Rent,10,1,In Progress,,UNK,40,,0,0,0,1,0,0,9,N/A,N/A,,#VALUE!,#VALUE!
242,Transwestern,Transwestern,Multifamily,TOD,1621 E 6th Street,78702,3,,,Rent,347,67,In Progress,,UNK,40,,0,0,0,67,0,0,280,N/A,N/A,"1621 E 6th Street(30.2625146101426, -97.7254872494935)",30.26251461,-97.72548725
243,1615 East 7th Street,UNK,Multifamily,TOD,1615 E 7th Street,78702,3,,,Rent,19,5,In Progress,,UNK,40,,0,0,0,5,0,0,14,N/A,N/A,"1615 E 7th Street(30.263268452405, -97.7250220502279)",30.263268452405000000000000000000,-97.72502205
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,"$463,844 ",0%,"Undisclosed(30.2384589957936, -97.6980977451889)",30.238459,-97.69809775
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2383681507029, -97.6981578742151)",30.23836815,-97.69815787
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2382695435845, -97.6982297449237)",30.23826954,-97.69822974
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2380979283298, -97.6978678125322)",30.23809793,-97.69786781
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2381662313848, -97.6982694345749)",30.23816623,-97.69826943
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2379893350858, -97.69794223651)",30.23798934,-97.697942236510000000000000000000
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.238089926833, -97.6983545387843)",30.238089926833000000000000000000,-97.69835454
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2378832982811, -97.6980419944571)",30.2378833,-97.69804199
62,Anderson Community Development Corporation - SF,Anderson Community Development Corporation,Single Family,A&D,Undisclosed,78702,1,,,Own,1,1,Completed,9/27/12,2012,20,9/27/32,0,0,0,0,0,1,0,"$136,313 ",0%,"Undisclosed(30.269816755272, -97.7275764593925)",30.269816755272000000000000000000,-97.72757646
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.238005879604, -97.6984536647278)",30.238005879604000000000000000000,-97.69845366
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.237751529021, -97.6980594008235)",30.237751529021000000000000000000,-97.6980594
244,Lee Meadows Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2378873278578, -97.6985306719945)",30.23788733,-97.69853067
245,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,"$130,000 ",319%,"Undisclosed(30.2310413579442, -97.6906611682951)",30.23104136,-97.69066117
245,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2306185573378, -97.6908217604948)",30.23061856,-97.69082176
245,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2308319484342, -97.6904560483891)",30.23083195,-97.69045605
245,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2304605307044, -97.6908115462564)",30.23046053,-97.69081155
245,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2305307738333, -97.6903915997668)",30.23053077,-97.6903916
246,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,512-974-3100,,Own,1,1,Completed,5/21/14,2014,10,5/21/24,0,0,0,0,0,1,0,"$160,000 ",220%,"Undisclosed(30.2311100025945, -97.6907755951081)",30.23111,-97.6907756
246,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,512-974-3100,,Own,1,1,Completed,10/5/12,2012,10,10/5/22,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2309444675344, -97.6905547677882)",30.23094447,-97.69055477
246,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,512-974-3100,,Own,1,1,Completed,2/13/15,2015,10,2/13/25,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2304012644928, -97.690387859024)",30.23040126,-97.690387859024000000000000000000
246,Frontier at Montana,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,512-974-3100,,Own,1,1,Completed,6/22/12,2012,10,6/22/22,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2302842501053, -97.6903765231846)",30.23028425,-97.69037652
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,"$518,500 ",0%,"Undisclosed(30.2279782414214, -97.692431541568)",30.22797824,-97.692431541568000000000000000000
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2281467098316, -97.6926413896809)",30.22814671,-97.69264139
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2283056200988, -97.6928478891583)",30.22830562,-97.69284789
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2287477174238, -97.6931629498786)",30.22874772,-97.69316295
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.228814145466, -97.692434877875)",30.228814145466000000000000000000,-97.692434877875000000000000000000
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.228166580597, -97.6920738129358)",30.228166580597000000000000000000,-97.69207381
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2286045620116, -97.6915783832608)",30.22860456,-97.69157838
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2286643030433, -97.6920572874439)",30.2286643,-97.69205729
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2284851627142, -97.6922475665383)",30.22848516,-97.69224757
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2289273287583, -97.6913842687873)",30.22892733,-97.69138427
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2294446158167, -97.6924417729237)",30.22944462,-97.69244177
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,Completed,2/23/12,2012,11,2/20/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2299329645037, -97.6917092811953)",30.22993296,-97.69170928
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.230166795283, -97.6917210342038)",30.230166795283000000000000000000,-97.69172103
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2300612136428, -97.6911932381739)",30.23006121,-97.69119324
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2303342576178, -97.6908113588302)",30.23033426,-97.69081136
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2307437676543, -97.6909237436251)",30.23074377,-97.69092374
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2295656185969, -97.6916502499543)",30.22956562,-97.69165025
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2295808782054, -97.6910660040063)",30.22958088,-97.691066
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2306857889498, -97.690409148942)",30.23068579,-97.690409148942000000000000000000
247,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2311100025945, -97.6907755951081)",30.23111,-97.6907756
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,"$265,000 ",0%,"Undisclosed(30.2282307569322, -97.6927372449365)",30.22823076,-97.69273724
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2285235029044, -97.6933108142126)",30.2285235,-97.69331081
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2286486255474, -97.6932565276506)",30.22864863,-97.69325653
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2288972333672, -97.692330809605)",30.22889723,-97.692330809605000000000000000000
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,7/31/09,2009,10,7/31/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2304445622519, -97.6915680563415)",30.23044456,-97.69156806
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,8/14/09,2009,10,8/14/09,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2304562941854, -97.6913714560257)",30.23045629,-97.69137146
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2300785033487, -97.6908074610149)",30.2300785,-97.69080746
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2290138769242, -97.6915066605054)",30.22901388,-97.69150666
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,6/30/09,2009,10,6/30/09,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2295785970409, -97.6915154113791)",30.2295786,-97.69151541
248,Austin Neighborhood Alliance for Habitat - SF,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78741,3,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2295844887275, -97.6912410253046)",30.22958449,-97.69124103
249,St. Louise House,VinCare Services of Austin Foundation,Multifamily,RHDA,Undisclosed,78704,5,,,Rent,24,24,In Progress,9/28/09,2009,99,9/28/08,5,0,19,0,0,0,0,"$2,553,000 ",16%,"Undisclosed(30.2419701034856, -97.7853030430762)",30.2419701,-97.78530304
250,Colorado Crossing,Lennar Buffington,Single Family,SMART,3000 McKinney Falls Parkway,78744,2,,,Own,893,357,In Progress,,UNK,1,,0,0,0,0,0,357,536,N/A,N/A,"3000 McKinney Falls Parkway(30.1952134572449, -97.6938623967872)",30.19521346,-97.6938624
251,Bradshaw Crossing,Lennar Buffington,Single Family,SMART,10409 Premier Park Street,78747,2,,,Own,857,343,In Progress,,UNK,1,,0,0,0,0,0,343,514,N/A,N/A,"10409 Premier Park Street(30.1393634287915, -97.7715117277829)",30.13936343,-97.77151173
252,The Pointe on Rio,UNK,Multifamily,UNO,1901 Rio Grande Street,78705,9,,,Rent,122,12,In Progress,,UNK,40,,0,0,0,0,0,12,110,N/A,N/A,"1901 Rio Grande Street(30.2828530414707, -97.7449290577006)",30.28285304,-97.74492906
